Geo Point;Geo Shape;BikeRace;City;BikePos;NumUnits;CrashHour;Locality;BikeSex;DrvrVehTyp;NumBikesNo;BikeAlcDrg;NumBikesBI;RteInvdCd;DrvrRace;Workzone;NumBikesCi;BikeAgeGrp;CrashType;RdDefects;CrashAlcoh;BikeAlcoho;RdConditio;DstncMiFrm;RuralUrban;HitRun;CrashDate;NumBikesUI;CrashTime;DrvrSex;DrvrAlcoho;Developmen;CrashSevr;AmbulanceR;DrvrInjury;OBJECTID;CrashMonth;NumBikesKi;RdCharacte;Region;BikeDir;TraffCntrl;CrashDay;CrashLoc;BikeAge;NumBikesTo;RdConfig;NumLanes;NumBikesAI;DrvrAlcDrg;OnRoad;RdSurface;Towrd_Rd;RdFeature;CrashGrp;RdClass;BikeInjury;County;DrvrAge;Weather;FrmRd;DrvrEstSpd;SpeedLimit;CrashYear;LightCond;DrvrAgeGrp
35.4775469962, -79.1705027539;"{""type"": ""Point"", ""coordinates"": [-79.17050275387624, 35.47754699622527]}";White;Sanford;Travel Lane;2;19;Urban (>70% Developed);Male;Sport Utility;0;#NULL!;0;0;Black;No;0;6-10;Sign-Controlled Intersection - Other / Unknown;None;No;No;Dry;0;Urban;No;14SEP2012;0;19:41;Female;No;Residential;C: Possible Injury;Yes;O: No Injury;2469;September;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Friday;Intersection;9;0;Two-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Crossing Paths - Other Circumstances;Local Street;C: Possible Injury;Lee;35;Clear;#NULL!;31-35 mph;30 - 35  MPH;2012;Dark - Lighted Roadway;30-39
36.1781371988, -77.6575023319;"{""type"": ""Point"", ""coordinates"": [-77.65750233188135, 36.178137198758954]}";Black;Enfield;Non-Roadway;2;17;Mixed (30% To 70% Developed);Female;Sport Utility;0;#NULL!;0;0;Black;No;0;11-15;Crossing Paths - Uncontrolled Intersection;None;No;No;Dry;0;Rural;No;09SEP2012;0;17:01;Female;No;Residential;C: Possible Injury;No;O: No Injury;2487;September;0;Straight - Level;Coastal;Not Applicable;No Control Present;Sunday;Intersection;15;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Related To Intersection;Crossing Paths - Other Circumstances;Local Street;C: Possible Injury;Halifax;27;Clear;#NULL!;6-10 mph;5 - 15 MPH;2012;Daylight;25-29
35.5779070793, -77.3808022164;"{""type"": ""Point"", ""coordinates"": [-77.38080221641997, 35.577907079297255]}";Black;Greenville;Travel Lane;2;14;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Multiple Threat - Midblock;None;No;No;Dry;0;Urban;No;30SEP2012;0;14:48;Female;No;Commercial;C: Possible Injury;Yes;O: No Injury;2468;September;0;Straight - Level;Coastal;Unknown;No Control Present;Sunday;Non-Intersection;56;0;Two-Way, Divided, Unprotected Median;6 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;C: Possible Injury;Pitt;17;Clear;#NULL!;31-35 mph;40 - 45  MPH;2012;Daylight;0-19
35.9903871139, -78.9280027075;"{""type"": ""Point"", ""coordinates"": [-78.92800270754897, 35.990387113858404]}";Black;Durham;Non-Roadway;2;16;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;50-59;Non-Roadway;None;Yes;Yes;Dry;0;Urban;Yes;30SEP2012;0;16:05;Unknown;Missing;Commercial;B: Evident Injury;Yes;Unknown Injury;2466;September;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Sunday;Non-Roadway;58;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Non-Roadway;Public Vehicular Area;B: Evident Injury;Durham;Unknown;Clear;#NULL!;0-5 mph;5 - 15 MPH;2012;Daylight;Unknown
36.0653370983, -79.8127029788;"{""type"": ""Point"", ""coordinates"": [-79.81270297884319, 36.06533709827864]}";White;Greensboro;Travel Lane;2;19;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;25-29;Bicyclist Ride Through - Signalized Intersection;None;No;No;Dry;0;Urban;No;02OCT2012;0;19:56;Female;No;Institutional;B: Evident Injury;Yes;O: No Injury;2501;October;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Tuesday;Intersection;25;0;Two-Way, Divided, Positive Median Barrier;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Bicyclist Failed to Yield - Signalized Intersection;Local Street;B: Evident Injury;Guilford;20;Clear;#NULL!;11-15 mph;30 - 35  MPH;2012;Dark - Lighted Roadway;20-24
35.7916170757, -78.8230026655;"{""type"": ""Point"", ""coordinates"": [-78.82300266546234, 35.79161707570353]}";White;Cary;Sidewalk / Crosswalk / Driveway Crossing;2;15;Urban (>70% Developed);Female;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;06OCT2012;0;15:45;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;2538;October;0;Straight - Level;Piedmont;Facing Traffic;Stop Sign;Saturday;Intersection;21;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Related To Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;Wake;28;Clear;#NULL!;0-5 mph;20 - 25  MPH;2012;Daylight;25-29
35.6127670869, -77.3758022158;"{""type"": ""Point"", ""coordinates"": [-77.37580221583048, 35.61276708687055]}";White;Greenville;Sidewalk / Crosswalk / Driveway Crossing;2;16;Urban (>70% Developed);Female;Van;0;#NULL!;0;0;Hispanic;No;0;20-24;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;12OCT2012;0;16:54;Female;No;Commercial;C: Possible Injury;Yes;Unknown Injury;2514;October;0;Straight - Level;Coastal;Facing Traffic;Stop Sign;Friday;Intersection;21;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Four-Way Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Pitt;22;Clear;#NULL!;0-5 mph;20 - 25  MPH;2012;Daylight;20-24
35.9195371056, -78.7353026453;"{""type"": ""Point"", ""coordinates"": [-78.73530264534662, 35.91953710562679]}";Asian;Raleigh;Travel Lane;2;17;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Asian;No;0;30-39;Motorist Left Turn - Opposite Direction;None;No;No;Dry;0;Urban;No;13OCT2012;0;17:04;Female;No;Residential;C: Possible Injury;Yes;C: Possible Injury;2526;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Saturday;Intersection;37;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Driveway, Public;Motorist Left Turn / Merge;Local Street;C: Possible Injury;Wake;26;Clear;#NULL!;6-10 mph;20 - 25  MPH;2012;Daylight;25-29
35.3843870188, -77.9266023719;"{""type"": ""Point"", ""coordinates"": [-77.92660237194316, 35.38438701879271]}";White;Goldsboro;Travel Lane;2;1;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;30-39;Motorist Overtaking - Bicyclist Swerved;None;Yes;Yes;Dry;0;Urban;No;06OCT2012;0;1:15;Male;No;Residential;C: Possible Injury;Yes;O: No Injury;2527;October;0;Straight - Level;Coastal;With Traffic;No Control Present;Saturday;Intersection;35;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;T-Intersection;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Wayne;47;Clear;#NULL!;31-35 mph;40 - 45  MPH;2012;Dark - Lighted Roadway;40-49
35.8966369973, -81.5607034933;"{""type"": ""Point"", ""coordinates"": [-81.56070349325189, 35.89663699732889]}";White;Lenoir;Travel Lane;2;23;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Other / Unknown;None;Yes;Yes;Dry;0;Urban;No;15OCT2012;0;23:25;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;2519;October;0;Straight - Level;Mountains;With Traffic;No Control Present;Monday;Non-Intersection;49;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;US Route;B: Evident Injury;Caldwell;21;Cloudy;#NULL!;41-45 mph;40 - 45  MPH;2012;Dark - Lighted Roadway;20-24
35.5991170773, -77.5875022805;"{""type"": ""Point"", ""coordinates"": [-77.58750228054438, 35.599117077271615]}";Black;Farmville;Unknown;2;0;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;6-10;Bicyclist Ride Out - Midblock - Unknown;None;No;No;Dry;0;Rural;No;09OCT2012;0;0:00;Female;No;Residential;C: Possible Injury;No;O: No Injury;2522;October;0;Straight - Level;Coastal;Unknown;No Control Present;Tuesday;Non-Intersection;10;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;C: Possible Injury;Pitt;30;Cloudy;#NULL!;16-20 mph;30 - 35  MPH;2012;Daylight;30-39
33.9307666833, -78.4096024471;"{""type"": ""Point"", ""coordinates"": [-78.40960244707372, 33.9307666833112]}";White;None - Rural Crash;Travel Lane;2;14;Rural (<30% Developed);Male;Van;0;#NULL!;0;0;White;No;0;50-59;Bicyclist Right Turn - Same Direction;None;Yes;Yes;Dry;0;Rural;No;11OCT2012;0;14:20;Female;No;Residential;K: Killed;Yes;O: No Injury;2507;October;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Thursday;Non-Intersection;57;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Right Turn / Merge;NC Route;K: Killed;Brunswick;52;Clear;#NULL!;46-50 mph;50 - 55  MPH;2012;Daylight;50-59
35.2501668889, -80.790453227;"{""type"": ""Point"", ""coordinates"": [-80.7904532270378, 35.25016688891168]}";White;Charlotte;Sidewalk / Crosswalk / Driveway Crossing;2;15;Urban (>70% Developed);Male;Sport Utility;0;No;0;40002975;Hispanic;No;1;30-39;Motorist Drive Out - Commercial Driveway / Alley;None;No;#NULL!;Dry;0.032;Urban;No;27AUG2014;0;15:59;Male;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;550;August;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Wednesday;Non-Intersection;39;1;Two-Way, Not Divided;2 lanes;0;No;800 E SUGAR CREEK RD;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Midblock;Public Vehicular Area;C: Possible Injury;Mecklenburg;33;Clear;N DAVIDSON ST;11-15 mph;5 - 15 MPH;2014;Daylight;30-39
36.1148410925, -80.2343781092;"{""type"": ""Point"", ""coordinates"": [-80.23437810924594, 36.11484109246806]}";White;Winston-Salem;Sidewalk / Crosswalk / Driveway Crossing;2;14;Urban (>70% Developed);Male;Sport Utility;0;No;1;50017606;Black;No;0;40-49;Motorist Lost Control - Other / Unknown;None;Yes;#NULL!;Dry;0.008;Urban;No;25AUG2014;0;14:49;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;559;August;0;Curve - Level;Piedmont;Facing Traffic;No Control Present;Monday;Non-Intersection;45;1;Two-Way, Not Divided;2 lanes;0;Yes-Alcohol,  impairment suspected;LIBERTY ST;Smooth Asphalt;52;No Special Feature;Loss of Control / Turning Error;Local Street;B: Evident Injury;Forsyth;26;Clear;BRANNON LANE;26-30 mph;30 - 35  MPH;2014;Daylight;25-29
35.0348539066, -78.9855376751;"{""type"": ""Point"", ""coordinates"": [-78.98553767507498, 35.03485390660729]}";Black;None - Rural Crash;Sidewalk / Crosswalk / Driveway Crossing;2;10;Mixed (30% To 70% Developed);Male;Passenger Car;0;No;0;40001141;White;No;1;40-49;Motorist Drive Out - Signalized Intersection;None;No;#NULL!;Dry;0.002;Rural;No;22SEP2014;0;10:04;Female;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;580;September;0;Straight - Grade;Coastal;Facing Traffic;Stop And Go Signal;Monday;Intersection;49;1;Two-Way, Not Divided;5 lanes;0;No;SR 1141;Coarse Asphalt;1111;T-Intersection;Motorist Failed to Yield - Signalized Intersection;State Secondary Route;C: Possible Injury;Cumberland;68;Cloudy;162;0-5 mph;40 - 45  MPH;2014;Daylight;60-69
35.9787820723, -80.0208130367;"{""type"": ""Point"", ""coordinates"": [-80.02081303671802, 35.978782072278904]}";White;High Point;Sidewalk / Crosswalk / Driveway Crossing;2;15;Urban (>70% Developed);Male;Passenger Car;0;No;1;0;Black;No;0;25-29;Motorist Drive Out - Commercial Driveway / Alley;None;No;#NULL!;Dry;0.057;Urban;No;07SEP2014;0;15:15;Male;#NULL!;Commercial;B: Evident Injury;No;O: No Injury;582;September;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Sunday;Non-Intersection;28;1;One-Way, Not Divided;2 lanes;0;No;PVA 1807 N MAIN ST;Smooth Asphalt;WELBORN ST;Driveway, Public;Motorist Failed to Yield - Midblock;Public Vehicular Area;B: Evident Injury;Guilford;20;Clear;LONG ST;0-5 mph;5 - 15 MPH;2014;Daylight;20-24
34.2261867645, -77.9355873178;"{""type"": ""Point"", ""coordinates"": [-77.93558731782515, 34.22618676454209]}";Black;Wilmington;Travel Lane;2;16;Urban (>70% Developed);Female;Single Unit Truck (2-Axle, 6-Tire);0;No;0;20600076;White;No;0;30-39;Bicyclist Failed to Clear - Unknown;None;No;#NULL!;Dry;0;Urban;No;29AUG2014;0;16:43;Male;#NULL!;Commercial;A: Disabling Injury;Yes;O: No Injury;587;August;0;Straight - Level;Coastal;With Traffic;Stop And Go Signal;Friday;Intersection;36;1;One-Way, Not Divided;3 lanes;1;No;WOOSTER ST;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Signalized Intersection;Local Street;A: Disabling Injury;New Hanover;45;Clear;S 10TH ST;16-20 mph;30 - 35  MPH;2014;Daylight;40-49
34.7472528978, -77.3794621745;"{""type"": ""Point"", ""coordinates"": [-77.3794621745423, 34.747252897817994]}";White;Jacksonville;Sidewalk / Crosswalk / Driveway Crossing;2;9;Urban (>70% Developed);Male;Passenger Car;1;No;0;30000053;White;No;0;16-19;Motorist Drive Out - Right Turn on Red;None;No;#NULL!;Dry;0;Urban;No;10SEP2014;0;9:29;Female;#NULL!;Commercial;O: No Injury;No;O: No Injury;577;September;0;Straight - Level;Coastal;Facing Traffic;Stop And Go Signal;Wednesday;Intersection;17;1;Two-Way, Not Divided;5 lanes;0;No;VILLAGE DR;Smooth Asphalt;CENTER ST;No Special Feature;Motorist Failed to Yield - Signalized Intersection;NC Route;O: No Injury;Onslow;31;Clear;53;0-5 mph;30 - 35  MPH;2014;Daylight;30-39
36.0999640819, -80.4459831712;"{""type"": ""Point"", ""coordinates"": [-80.44598317124986, 36.099964081881204]}";White;Lewisville;Travel Lane;2;11;Rural (<30% Developed);Male;Pickup;0;No;1;40001001;White;No;0;50-59;Motorist Overtaking - Undetected Bicyclist;None;No;#NULL!;Dry;0.3;Urban;No;27SEP2014;0;11:56;Male;#NULL!;Farms, Woods, Pastures;B: Evident Injury;Yes;O: No Injury;595;September;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Saturday;Non-Intersection;57;1;Two-Way, Not Divided;2 lanes;0;No;SR 1001;Smooth Asphalt;1175;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Forsyth;61;Clear;1305;36-40 mph;40 - 45  MPH;2014;Daylight;60-69
35.010332846, -80.563913147;"{""type"": ""Point"", ""coordinates"": [-80.5639131469976, 35.01033284595631]}";White;Monroe;Travel Lane;2;21;Urban (>70% Developed);Male;Police;0;No;0;20000074;White;No;1;40-49;Bicyclist Overtaking - Parked Vehicle;None;No;#NULL!;Dry;0.028;Urban;No;23AUG2014;0;21:48;Male;#NULL!;Commercial;C: Possible Injury;No;O: No Injury;566;August;0;Straight - Level;Piedmont;With Traffic;No Control Present;Saturday;Non-Intersection;43;1;Two-Way, Divided, Unprotected Median;2 lanes;0;No;US 74;Smooth Asphalt;DICKERSON BLVD;No Special Feature;Bicyclist Overtaking Motorist;US Route;C: Possible Injury;Union;34;Clear;HANOVER DR;0-5 mph;40 - 45  MPH;2014;Dark - Lighted Roadway;30-39
35.1034349215, -78.9929226806;"{""type"": ""Point"", ""coordinates"": [-78.99292268062942, 35.10343492146741]}";Asian;Fayetteville;Travel Lane;2;15;Urban (>70% Developed);Female;Pickup;0;No;1;40001415;White;No;0;30-39;Motorist Overtaking - Misjudged Space;None;No;#NULL!;Dry;0.038;Urban;No;25AUG2014;0;15:29;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;571;August;0;Straight - Level;Coastal;With Traffic;No Control Present;Monday;Non-Intersection;30;1;Two-Way, Not Divided;4 lanes;0;No;YADKIN RD;Coarse Asphalt;FILLYAW RD;No Special Feature;Motorist Overtaking Bicyclist;Local Street;B: Evident Injury;Cumberland;21;Cloudy;YORK RD;16-20 mph;40 - 45  MPH;2014;Daylight;20-24
34.7255929071, -76.9358620387;"{""type"": ""Point"", ""coordinates"": [-76.93586203868608, 34.72559290711605]}";White;None - Rural Crash;Travel Lane;2;7;Urban (>70% Developed);Male;Passenger Car;0;No;1;30000024;White;No;0;50-59;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Rural;No;14AUG2014;0;7:15;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;579;August;0;Straight - Level;Coastal;With Traffic;Stop And Go Signal;Thursday;Intersection;53;1;Two-Way, Not Divided;5 lanes;0;No;NC 24;Smooth Asphalt;1122;Four-Way Intersection;Motorist Left Turn / Merge;NC Route;B: Evident Injury;Carteret;60;Clear;1124;11-15 mph;50 - 55  MPH;2014;Daylight;60-69
35.6618669871, -80.5002431635;"{""type"": ""Point"", ""coordinates"": [-80.50024316350762, 35.66186698712262]}";White;Salisbury;Travel Lane;2;6;Urban (>70% Developed);Male;Passenger Car;0;No;1;20000070;White;No;0;30-39;Bicyclist Ride Through - Signalized Intersection;None;No;#NULL!;Wet;0;Urban;No;13SEP2014;0;6:10;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;520;September;0;Straight - Level;Piedmont;Facing Traffic;Stop And Go Signal;Saturday;Intersection;30;1;Two-Way, Divided, Unprotected Median;9 or more lanes;0;No;W JAKE ALEXANDER BLVD;Coarse Asphalt;S MAIN ST;No Special Feature;Bicyclist Failed to Yield - Signalized Intersection;Local Street;B: Evident Injury;Rowan;37;Rain;MOORESVILLE RD;11-15 mph;40 - 45  MPH;2014;Dark - Roadway Not Lighted;30-39
35.238586872, -81.1946633475;"{""type"": ""Point"", ""coordinates"": [-81.19466334748257, 35.23858687197464]}";Black;Gastonia;Sidewalk / Crosswalk / Driveway Crossing;2;14;Urban (>70% Developed);Male;Pickup;0;No;0;0;Unknown/Missing;No;0;50-59;Motorist Drive Out - Commercial Driveway / Alley;None;No;#NULL!;Dry;0;Urban;Yes;11SEP2014;1;14:15;Unknown;#NULL!;Commercial;Unknown Injury;No;Unknown Injury;534;September;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Thursday;Non-Intersection;51;1;Two-Way, Not Divided;Unknown;0;Missing;PVA 1901 S YORK RD;Concrete;CLYDE ST;Driveway, Public;Motorist Failed to Yield - Midblock;Public Vehicular Area;Unknown Injury;Gaston;Unknown;Cloudy;S YORK RD;0-5 mph;5 - 15 MPH;2014;Daylight;Unknown
35.9384070632, -80.0281630374;"{""type"": ""Point"", ""coordinates"": [-80.02816303736228, 35.93840706320239]}";White;High Point;Travel Lane;2;11;Urban (>70% Developed);Male;Unknown;0;No;0;40001970;Unknown/Missing;No;0;50-59;Motorist Overtaking - Misjudged Space;None;No;#NULL!;Dry;0.043;Urban;Yes;14AUG2014;1;11:10;Unknown;#NULL!;Commercial;Unknown Injury;No;Unknown Injury;516;August;0;Straight - Grade;Piedmont;With Traffic;No Control Present;Thursday;Non-Intersection;53;1;Two-Way, Not Divided;4 lanes;0;Missing;W ENGLISH RD;Coarse Asphalt;N WARD AVE;No Special Feature;Motorist Overtaking Bicyclist;Local Street;Unknown Injury;Guilford;Unknown;Clear;BURTON RD;21-25 mph;30 - 35  MPH;2014;Daylight;Unknown
34.6610218895, -77.052982071;"{""type"": ""Point"", ""coordinates"": [-77.05298207098323, 34.661021889454915]}";White;Emerald Isle;Bike Lane / Paved Shoulder;2;8;Urban (>70% Developed);Female;Sport Utility;0;No;1;30000058;White;No;0;40-49;Motorist Overtaking - Other / Unknown;None;No;#NULL!;Dry;0.014;Rural;No;30AUG2014;0;8:15;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;509;August;0;Straight - Level;Coastal;With Traffic;No Control Present;Saturday;Non-Intersection;42;1;Two-Way, Divided, Unprotected Median;3 lanes;0;No;NC 58;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;NC Route;B: Evident Injury;Carteret;49;Cloudy;MALLARD DR;31-35 mph;40 - 45  MPH;2014;Daylight;40-49
35.7881670807, -78.6696426188;"{""type"": ""Point"", ""coordinates"": [-78.66964261880085, 35.78816708071918]}";White;Raleigh;Bike Lane / Paved Shoulder;2;17;Urban (>70% Developed);Male;Passenger Car;0;No;1;50014055;Other;No;0;16-19;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Urban;No;09SEP2014;0;17:22;Female;#NULL!;Commercial;B: Evident Injury;No;O: No Injury;521;September;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Tuesday;Intersection;18;1;Two-Way, Divided, Unprotected Median;2 lanes;0;No;HILLLSBOURGH ST;Smooth Asphalt;#NULL!;No Special Feature;Motorist Left Turn / Merge;Local Street;B: Evident Injury;Wake;27;Clear;POGUE ST;26-30 mph;30 - 35  MPH;2014;Daylight;25-29
35.618194087, -77.412492228;"{""type"": ""Point"", ""coordinates"": [-77.41249222800862, 35.618194086995196]}";Black;Greenville;Travel Lane;2;13;Urban (>70% Developed);Male;Pickup;0;No;0;30000043;Black;No;1;25-29;Motorist Overtaking - Misjudged Space;None;No;#NULL!;Dry;0.025;Urban;No;11SEP2014;0;13:14;Female;#NULL!;Institutional;C: Possible Injury;Yes;O: No Injury;515;September;0;Straight - Level;Coastal;With Traffic;No Control Present;Thursday;Non-Intersection;29;1;Two-Way, Divided, Unprotected Median;4 lanes;0;No;NC 43;Coarse Asphalt;BRIGHTON PARK DR;No Special Feature;Motorist Overtaking Bicyclist;NC Route;C: Possible Injury;Pitt;25;Cloudy;PALADIN DR;36-40 mph;40 - 45  MPH;2014;Daylight;25-29
35.213591878, -80.880933252;"{""type"": ""Point"", ""coordinates"": [-80.88093325196924, 35.2135918780413]}";Black;Charlotte;Travel Lane;2;19;Urban (>70% Developed);Male;Passenger Car;0;No;0;0;Black;No;1;6-10;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0.005;Urban;No;16SEP2014;0;19:04;Female;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;540;September;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Tuesday;Intersection-Related;9;1;Two-Way, Not Divided;1 lane;0;No;PHILLIPS AVE;Smooth Asphalt;REMOUNT RD;No Special Feature;Motorist Left Turn / Merge;Local Street;C: Possible Injury;Mecklenburg;70+;Cloudy;MAYFLOWER RD;0-5 mph;20 - 25  MPH;2014;Daylight;70+
35.9966271172, -78.8767926921;"{""type"": ""Point"", ""coordinates"": [-78.87679269207608, 35.99662711717389]}";Black;Durham;Unknown;2;18;Urban (>70% Developed);Female;Passenger Car;0;No;0;0;Black;No;1;6-10;Bicyclist Ride Out - Midblock - Unknown;None;No;#NULL!;Dry;0.057;Urban;No;11SEP2014;0;18:12;Female;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;549;September;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Thursday;Non-Intersection;9;1;Two-Way, Not Divided;2 lanes;0;No;PARK AVE;Coarse Asphalt;HOLLOWAY ST;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;C: Possible Injury;Durham;41;Clear;EVERGREEN ST;11-15 mph;20 - 25  MPH;2014;Daylight;40-49
